title,date,person,link,transcript
"Hutchinson Campaign Press Release - ICYMI: Gov. Asa Hutchinson is ""the 2024 Candidate Dems Should Fear""",2023-05-05T00:00:00+00:00,Asa Hutchinson,/documents/hutchinson-campaign-press-release-icymi-gov-asa-hutchinson-the-2024-candidate-dems-should,"
Gov. Hutchinson's conservative record and willingness to contrast himself with frontrunners sets him apart from the rest of the field
BENTONVILLE, Ark. — Governor Asa Hutchinson, a Republican candidate for President as well as a former governor of Arkansas and official in President George W. Bush's administration, was recently featured in POLITICO's ""Deep Dive"" Podcast with Ryan Lizza which was the lead in this morning's POLITICO Playbook. Referred to as ""the 2024 candidate Dems should fear,"" this in-depth interview highlighted Governor Hutchinson's conservative bonafides as well as his willingness to contrast himself with the current frontrunners for the Republican nomination. In case you missed it, here are some key takeaways from today's coverage:


""Asa Hutchinson -- Not so long ago, if a former U.S. attorney, congressman, successful two-term governor ran for president in the GOP primary, they would be considered a top-tier presidential candidate.""


""If you talk to Democratic strategists about what kind of candidate they fear in 2024, there are a few things on their checklist:


Someone who knows how to speak in the language of inclusion


Someone who can discuss abortion and guns in a way that doesn't alienate suburban voters in states such as Arizona, Wisconsin, and Georgia


Someone who has a record of standing up to his own party on certain issues dominating the culture wars


Someone who can argue that he or she has almost as much governing experience as JOE BIDEN himself, but is still younger


Someone who handled the pandemic in their state in a way that avoided some of the most unpopular decisions of both Democrats and Republicans


And someone who spends a lot of their time explaining to Republicans why the GOP should leave Trump in the past.""


""But Asa Hutchinson sounds an awful lot like that imaginary candidate that Democrats fear.""


""I believe America is looking for a leader that is forward-looking and willing to bring out the best of America rather than someone who is focused on the past and appeals to our worst instincts,"" said Gov. Asa Hutchinson, a Republican candidate for President and the former governor of Arkansas. ""I will continue to share my vision for America's future including how to repair our broken economy, slash government spending, reduce the size of the federal government, reinforce the rule of law, and foster the American Dream for generations to come.""
"
"Hutchinson Campaign Press Release - Why Asa Hutchinson Isn't Scared of Trump, Biden, or Impossible Odds",2023-05-05T00:00:00+00:00,Asa Hutchinson,/documents/hutchinson-campaign-press-release-why-asa-hutchinson-isnt-scared-trump-biden-or-impossible,"
by: POLITICO Staff
May 5, 2023
This article originally appeared on POLITICO.com.
If you talk to Democratic strategists about the 2024 presidential election, there is a certain type of Republican nominee who they fear: Someone who knows how to speak in the language of inclusion; who can discuss abortion and guns without alienating suburban voters; who stands up to the GOP on some of the most fraught issues of the culture wars; who can argue that he or she has almost as much government experience as Joe Biden himself, but is still younger; who handled the pandemic in their state in a way that avoided some of the most unpopular decisions of both Democrats and Republicans; and who spends a lot of their time explaining to Republicans why they should leave Donald Trump in the past.
Asa Hutchinson — who sounds an awful lot like that imaginary candidate that Democrats fear — is here on Playbook Deep Dive this week to tell us why you shouldn't count him out.
Hutchinson got his start in politics as a U.S. attorney during the Reagan Revolution, when his home state of Arkansas was still run by Democrats. He served two terms as governor and shortly after stepping down this year, he announced he's running for president.
If there's one thing that makes him stand out so far, it's that he's willing to say things about Trump that other Republicans aren't. Hutchinson recently wrote that the former President ""has led us astray,"" ""undermined the fabric of our democracy,"" and is emblematic of bad leaders who are, ""focused only on themselves or on settling scores with political opponents.""
In this episode of Playbook Deep Dive, host Ryan Lizza speaks with the former Arkansas governor after his first official trip to Iowa. He opens up about why he's running, how he thinks he can take down Trump, and why his record — which is among the most conservative in America — is full of surprises.
You can read this article in its entirety by clicking here.
"
"Hutchinson Campaign Press Release - After Formal Announcement in Bentonville, Governor Asa Hutchinson Heads to New Hampshire",2023-05-04T00:00:00+00:00,Asa Hutchinson,/documents/hutchinson-campaign-press-release-after-formal-announcement-bentonville-governor-asa-0,"
Governor Hutchinson also announces online campaign HQ for New Hampshire
BENTONVILLE, Ark. — Governor Asa Hutchinson, a Republican candidate for President as well as a former governor of Arkansas and official in President George W. Bush's administration, is headed to New Hampshire on Wednesday, May 10th, after recently making his formal announcement for the Presidency from Bentonville, Arkansas. This trip comes on the heels of a two-day swing through Iowa. During this trip to New Hampshire, Governor Hutchinson will meet with local Republican Party groups, small business owners, and local leaders throughout Manchester and Concord.
""New Hampshire plays an critical role in our presidential election process,"" said Gov. Asa Hutchinson, a Republican Presidential Candidate and former governor of Arkansas. ""I look forward to having important conversations about how to adjust course within the Republican Party and address Biden's failed economy in order keep more hard-earned dollars in the wallets of New Hampshire families.""
Additionally, Governor Hutchinson announced the launch of an New Hampshire-specific Online Campaign Headquarters at www.Asa2024.com. This site will enable New Hampshire to stay connected with Governor Hutchinson and keep an eye out for when he will be visiting their part of the Granite State. This New Hampshire-specific site can be accessed by pointing internet browsers to www.Asa2024.com/NewHampshire.
""New Hampshire will play a vital role in vetting the next president of the United States. I look forward to meeting with voters, discussing their concerns, and sharing my vision for America's best,"" concluded Gov. Asa Hutchinson.
"
Op-Ed by Nikki Haley - It's Time for a Competency Test for Politicians. Here's Why.,2023-05-01T00:00:00+00:00,Nikki Haley,/documents/op-ed-nikki-haley-its-time-for-competency-test-for-politicians-heres-why,"
Fox News by Nikki Haley
America needs a new generation of leaders to renew our national strength and pride. It's why I support term limits for members of Congress, and why I've called for mental competency tests for politicians over the age of 75. To most Americans, this is common sense. But many political and media elites scoff at these ideas.
When I first called for competency tests, recently fired CNN host Don Lemon said I was the one ""past my prime."" Why? Because, in his mind, that describes all women over 50. He was widely and deservedly criticized for his backward views. But what's incredible is how the Washington establishment continues to cover for those who likely lack the mental acuity to do their job.
Take Sen. Dianne Feinstein. She's a trailblazer who's made an indelible mark in public service. But it's been obvious for quite some time that she's in significant mental and physical decline. She's missed months of votes and clearly can no longer do her job. I agree with several congressional Democrats who say Feinstein should resign immediately and let someone else who is able to do the job take over. At 89 years old, she is a prime example of why we need mental competency tests for politicians.
Former House Speaker Nancy Pelosi defends Feinstein, claiming that calls for her resignation are sexist. Pelosi said, ""I've never seen them go after a man who was sick in the Senate."" As I said after Mr. Lemon's comments, ""Madam Speaker, hold my beer."" This is not about whether someone is a woman. It's about whether they are up to the job.
The best case for such tests is in fact a man. He's a former senator and the sitting president.
Joe Biden announced his bid for re-election last week. If he wins next November, he will be 82 years old when he takes the oath of office, and 86 at the end of a second term. That would surpass the oldest president in American history by nine years.
That's not a problem in itself, but millions of Americans watch President Biden and believe he exhibits cognitive decline. He rarely takes press questions. He spends most weekends at his vacation home in Delaware. Sadly, he often seems disoriented and confused. Yet the public can't know for sure without a cognitive test, which Biden has either not taken or declines to publish as part of his medical records.
This uncertainty about Biden's mental competence means Americans must consider the actual competency of the vice president. Kamala Harris is one of the most incompetent elected officials in the country. Her failures in foreign policy and managing the border are too numerous to mention – to say nothing of the word salad that defines her unscripted remarks.
I wish Joe Biden the best of health, but it's only sensible to consider the reality of an already slipping president serving through his mid-80s. If Biden is re-elected, Harris would have the highest likelihood of becoming president in the middle of a term of any vice president ever. The question before voters in 2024 is, to an unprecedented degree, whether they want Kamala Harris to be president, not vice president.
The test I'm proposing for Sen. Feinstein, President Biden and others is not complicated or difficult. The Montreal Cognitive Assessment Test is a widely used tool for detecting cognitive decline. It involves rather simple things like naming animals, memorizing and recalling a few words, and listing words that begin with the same letter. They should both take the test, along with every other politician over the age of 75 – Republican or Democrat, man or woman – and publish the results.
This is not a qualification for office. Failing a mental competency test would not result in removal. It is about transparency. Voters deserve to know whether those who are making major decisions about war and peace, taxation and budgets, schools and safety, can pass a very basic mental exam.
Career politicians and elites oppose competency tests not because they are aimed at women like Sen. Feinstein, as Nancy Pelosi suggests. They dislike them because they don't want to hold the present leadership of our country accountable. They don't want a new generation to turn our country around. But that's what the American people deserve.
"
"Hutchinson Campaign Press Release - After Formal Announcement in Bentonville, Governor Asa Hutchinson Heads to Iowa",2023-04-30T00:00:00+00:00,Asa Hutchinson,/documents/hutchinson-campaign-press-release-after-formal-announcement-bentonville-governor-asa,"
Governor Hutchinson also announces online campaign HQ for Iowa
BENTONVILLE, Ark. — Governor Asa Hutchinson, a Republican candidate for President as well as a former governor of Arkansas and official in President George W. Bush's administration, is headed back to Iowa after making his formal announcement for the Presidency from Bentonville, Arkansas earlier this week. During this trip to Iowa, Governor Hutchinson will meet with local Republican Party groups, College Republicans, and local leaders throughout Cedar, Linn, and Johnson counties. Below is a breakdown of his public appearances:
May 1, 2023 at 9:00 am
Meet and Greet with Cedar County GOP
Tipton Family Restaurant
101 E. Fourth Street
Tipton, IA 52772
May 1, 2023 at 1:30 pm
Coffee with Iowa College Republicans
Heirloom Salad Co.
211 E. Washington St.
Iowa City, IA 52240
May 1, 2023 at 6:00 pm
Meet and Greet with Johnson County GOP
Miller Learning Center
2010 Keokuk Street
Iowa City, IA 52240
May 2, 2023 at 6:00 pm
Meet and Greet with Linn County GOP
Parlor City Pub
1125 3rd Street SE
Cedar Rapids, IA 52401
""Our country is looking for leaders that seek to bring out the best of America,"" said Gov. Asa Hutchinson, a Republican Presidential Candidate and former governor of Arkansas. ""This is especially true in Iowa. I am looking forward to visiting Cedar, Johnson, and Linn Counties and having substantive and policy-focused conversations with Iowans.""
Additionally, Governor Hutchinson announced the launch of an Iowa-specific Online Campaign Headquarters at www.Asa2024.com. This site will enable Iowa to stay connected with Governor Hutchinson and keep an eye out for when he will be visiting their part of the Hawkeye State. Iowans can access this resource by pointing their internet browsers to www.Asa2024.com/Iowa.
""Staying connected with the people should be a foundational element for anyone's campaign for President of the United States. Transparency and a willingness to answer tough questions are important qualities for the next leader of our country. I hope my new Online Campaign Headquarters for Iowa serves as a resource and opens an avenue of communication between my campaign and Iowans,"" concluded Gov. Asa Hutchinson.
"
Haley Campaign Press Release - Courage of Conviction,2023-04-28T00:00:00+00:00,Nikki Haley,/documents/haley-campaign-press-release-courage-conviction,"
Bedford Gazette
The more you love your decisions, the less you need others to love them."" — unknown
I'm usually content to be good old neutral Switzerland. I remain more of a mediator than an activist and will most likely always be an independent thinker. I've been a happy politically middling Independent, for years.
My dad was a staunch trade union, spendthrift Democrat and my mom was a socially and fiscally conservative Republican. We were a two-party family in a sad but realistic, two-party system. I naturally gravitated to the Independent middle, ideologically and socially.
Someone has changed my mind and I'm reluctantly surrendering my firm position as a registered Independent so that I can vote for Nikki Haley in the next presidential primary. This public confession is so not me, but I'm stepping off the cliff with the courage of conviction, something familiar to Ms. Haley.
In case you're unaware, Independents cannot vote in primary elections. Theoretically and logically, we should all be able to vote for our candidate of choice, no matter the party. But given the best system our nation could muster; logic does not always reign.
I'm encouraged that Nikki Haley is a minority, who isn't a victim. I'm not mad that she's conservative.
When she makes it easy to be envious of her accomplishments, I'm not jealous that this woman has won every race that she's entered, when I have clearly lost a few non-political ones. She's been bullied by the best of them, but powered through by the courage of her convictions and her desire to make a difference.
I'm inspired by tenacity. I'm motivated by an underdog who gets through the race, win or lose. I'm empowered by people who try their best, never give up, keep their heads up, and doggedly persist.
I grew up with a work ethic and I like hard work and hard workers. There is no way on this earth that I will ever believe that hard work is racist or wrong. So don't even attempt with such absurd thinking to convince me otherwise. It won't happen, and of this, I am sure.
Part of the work ethic is stick-to-it-iveness or persistence. The ethical factor in hard work is that you won't, even can't, quit until the job is done, the work is completed, and the goal is reached.
It isn't racist nor is it elitist to win. To strive to be better isn't unfair or out of balance. Competition isn't dominance as much as it's encouragement to try harder. If you're trying to be the best you won't consider settling for the least.
When you try, when you've done your best, when you've engaged and run the race, you've inspired someone, somewhere. That's the courage of conviction.
Having the stamina to struggle, to work, is a worthwhile goal as we age. So is getting smarter through education and critical thinking, and wiser through the experience of lessons learned. ""Work smarter, not harder,"" should be the mantra of the aging. It's easier on the joints. But work, we must.
Nikki Haley was an Accountant, first. She understands a balance sheet, cost-benefit ratio, and small business.
She never has belonged in the traditional kind of politics of double-speak, and constant talk but no action. Surely she's an introvert who thrives on meaningful conversation and has little time for small talk just to pass the time. I don't know her, but I'm offering an educated guess.
Nikki Haley is not confusing nor confused about anything. She says what she means and means what she says. That's the courage of conviction.
She has been a first before but that's not why she's running for President. She's running because she can do the job and this nation needs her, for such a time as this.
Some time ago, Haley said that South Carolina had enough politicians in their legislature but needed a good accountant. Don't we have enough self-serving politicians in Washington, but need a good, smart, governor, leader, ambassador, accountant, and loyal servant representing us in Washington? We need a leader with the courage of conviction.
""Courage is so rare nowadays, that one gets cornered for having courage of conviction and living by one's ideals. However, it is great to be cornered, since the corner with courage is never too crowded."" – Jeroninio Almeida
"
"Remarks Announcing Candidacy for President in Bentonville, Arkansas",2023-04-26T00:00:00+00:00,Asa Hutchinson,/documents/remarks-announcing-candidacy-for-president-bentonville-arkansas,"
[As Prepared for Delivery.]
Thank you for joining Susan and me on this special day.
This is a day in which our nation's future . . . and my personal story comes together. Susan has been on this journey with me each step of the way. And Arkansas never had a better first lady.
Bentonville is a big part of my life story. But, so is Gravette where I grew up on a farm and learned the importance of family, faith, and community. I also learned hard work from my dad by cleaning out chicken houses and building fences. And my life story also includes Springdale, where I was inspired by teachers who pushed me to learn and it was in Springdale that my political awareness began with the nation's divide over the Vietnam War and the struggle for civil rights.
But, let's come back to Bentonville.
I was born in the old Bentonville Hospital; my first law office was across the square from where we stand today; I tried jury trials in this courthouse; I built Bentonville's first FM radio station; I served as Bentonville's City Attorney; and this is where Susan and I started our family and spent some of our happiest years living on 15 acres of rocks and hills west of town in a double-wide mobile home.
It was here on these steps, over 30 years ago, that I announced my run for the United States Senate. At that time Arkansas was a blue state and the Republican Party was pretty much non-existent. I stepped up to take on runaway federal spending; to fight for a strong national defense; to support the life of unborn children; and to unleash the private sector of our economy.
In other words, I ran as a conservative Republican when being a Republican was like having a career-ending handicap.
I continued to fight the establishment and over time . . . we won.
That was the beginning and since then I have been a consistent conservative through my time as leader of the party; in the U.S. Congress and as Governor.
And now, I bring that same vigor to fight another battle and that battle is for the future of our country and the soul of our party.
Today, I am announcing that I am a candidate for President of the United States.
In this campaign for President, I stand alone in terms of my experience, record, and leadership.
From Congress to DEA to Homeland Security, I have served our country in times of crisis.
As Governor of Arkansas, we cut taxes and created record surpluses.
We increased pay for teachers.
We reduced regulations; recruited industry, and the private sector grew by over 100,000 jobs.
My mettle has been tested.
It was tested when I put on a flak jacket and assisted the FBI Hostage Rescue Team in negotiating the surrender of an armed terrorist group.
My mettle was tested after the 9-11 attack when I was responsible for protecting the United States from another act of terrorism on U.S. soil.
And my mettle was tested once more as governor when I demonstrated how we can lead through a pandemic without closing down every business and shutting down schools.
When I had pressure from Washington and the national media to shelter in place, I said ""no"".
And the result was that our businesses survived and we had more days of in-classroom instruction during the pandemic than almost any other state. Yes, that's right . . . we beat Florida!
This campaign is about courage.
It is about making the tough decisions to rebuild our economy; to give peace a chance through America's strength, and to renew the American spirit of freedom . . .
Opportunity . . .
and the rule of law.
And we've got our work cut out for us. Let me offer some solutions.
First, we need to get our economy back on track.
The Biden Administration has turned its back on the American worker. To turn our economy around we have to stop the ""break-the-bank"" federal spending that has led to high inflation and rising interest rates.
Every hardworking American family gets a double hit from the Biden economy. Their paycheck doesn't go as far, and they are paying more on car loans and credit card debt because of the high-interest rates.
That is not acceptable.
I have been Chief Executive of our state for 8 years and that means I know how to balance a budget. I did it every single year.
And while I was in Congress, we balanced the federal budget and it is high time we did it again.
And that's just the beginning of what we must do together to bring out the best of America.
We must secure our Southern border. We need a pro-growth energy policy that is not focused on limits but on production. We should not limit American growth but rather we should unleash our energy producers.
And if America is to be the best; then we cannot yield to China in terms of global leadership.
When the Biden Administration conducted its disastrous withdrawal from Afghanistan, we left our friends abandoned and our allies confused.
America looked weak and that weakness was seen as an opportunity for Russia to invade Ukraine and then for China to threaten and be aggressive toward Taiwan.
Let me assure you that as President, I will bring out the best of America . . . we will stand with our allies and friends. We will not abandon our friends in times of need.
There are some who want the U.S. to disengage from the world and to isolate ourselves.
Isolationism only leads to weakness and weakness leads to war. Americans want peace and the best way to secure and preserve peace is to have the most prepared military in the world.
Today's threat is the Russian invasion of Ukraine. I join with those who say we do not want an unending war in Ukraine, and the best way to avoid a long war is to help Ukraine win today.
As a nation, we have proven resilient in our democracy and we have endured through times of war and hardship. And I am confident we will even survive through the destructive policies of the Biden administration but the time for change is now. It is time to bring out the best of America.
As a nation, our democracy's resilience comes from our shared values and it comes from our willingness to sacrifice for the cause of freedom. We need leaders who understand the importance of democracy to our own freedoms and that with God's blessing, we set an example of liberty throughout the world.
America is democracy's lighthouse. We must not let the light be dimmed.
If freedom's light goes out in the United States then other countries will have their freedom shipwrecked on rocky shoals. Our democracy demands America's best and I will bring out America's best.
We will do this through leadership, economic growth, and respect for the rule of law.
The Biden Administration has stood on the sidelines and passively watched as rampant crime destroys our cities with smash-and-grab robberies and a flagrant disrespect for human dignity and the rule of law.
This must change.
What separates the United States from the rest of the world is our commitment to justice.
The rule of law is the foundation for peace in our communities. I am the only candidate running for President with a breadth of experience in law enforcement.
I will enforce the law and demand that local prosecutors do the same. Lawbreakers must be held accountable. Restoring respect for the law will not only reduce crime in our country; it will also bring out the best of America.
These are solutions that work for America.
The rule of law also applies to our southern border. I have three words that will work to protect our country from the human suffering that results from an open border. That is ""enforce the law"".
I know how to do this because President George W. Bush tapped me to help lead the Department of Homeland Security. Our nation is a land of immigrants who make up the fabric of our democracy. In order to respect those who follow the legal path to come to this country, we must reform our asylum laws; devote more resources to support our border patrol; quickly remove those who come into our country illegally; and go after the cartels who are killing Americans with the deadly drug fentanyl. When fentanyl is the leading cause of death for those 18 to 49 then we are losing our sons and daughters way too soon.
There are a few misguided leaders who say we should defund the FBI. I am here today in support of our law enforcement heroes. The argument to defund police is designed to undermine our rule of law.
We should not defund the FBI, but we do need serious reform to refocus the core functions of our federal law enforcement.
As someone who has worked with all the federal law enforcement agencies, I know what needs to be done. We must make them more focused, more accountable, and successful in protecting our citizens.
The FBI needs to be trimmed down and focused on its number one duty . . . leading our counter-terrorism mission. And when we support our law enforcement and enforce the rule of law we bring out the best of America.
Growing up in these hills, I learned the value of work. I hauled hay; worked in four different factories; sacked groceries; and through college, I was a janitor cleaning campus buildings.
All to pay the bills and to get an education.
In law school, I benefitted from the federal student loan program. And, yes, I paid my loan off!
In order to bring out the best of America, we must once again embrace the dignity of work! Our federal government should not reward those who sit at home when they have the ability to work and provide for themselves.
As Governor, I turned down federal assistance that discouraged a return to work. But the Biden Administration paid people more benefits to stay home than they could make working.
This is wrong.
As President, I will open doors for more worker training and better pay and we will require work for able-bodied welfare recipients.
This will grow our manufacturing workforce and we will prove that we can still make things in the United States.
An important solution to this challenge is lifting the penalties for those who want to stay in the workforce after the age of 62.
Right now, if you retire on Social Security, you are penalized for continuing to work. You should be able to both claim social security and work. Remove the penalties and let those who want to work continue to do so without government penalties.
Right now we have nearly 10 million job openings in the U.S. and by making this change we will add millions to the labor pool and increase the income of retirees at the same time. Yes, this will help bring out the best of America!
And when it comes to those who depend upon Social Security and Medicare, I will assure its strength and reliability into the future.
Right now, Social Security is financially stable until 2033. Medicare is stable until 2028. As we have successfully done in the past, I will immediately convene an independent Commission to Assure the Future of Social Security and Medicare.
This Commission will be modeled after the 1983 Commission that was chaired by Alan Greenspan. It led to legislation that successfully extended the life of these vital retirement programs for Americans.
Americans need to have confidence in their future and this action will stabilize and assure the future of a supplemental retirement program Americans depend upon.
As Governor of Arkansas, I expanded access to computer science education. It was a priority of mine and the result was going from 1,100 students who took computer science to over 23,000. We went from 20 certified teachers to over 650 who are certified to teach computer science. We made it required to be offered in our rural schools as well as our urban schools. The result is that Arkansas led the nation in computer science education and made a real difference in the opportunities for young people.
It is critical that we follow this model as a nation if we are going to compete with Communist China. The fact is that U.S. test scores in math and science are falling behind other countries. The top 5 math scoring countries are in Asia and the United States places 11th as a nation in terms of math education. We must do better for our students.
As President, I will expand computer science education into every grade school and high school.
I will focus our higher education to produce more engineers and scientists. And when we do, we can not only compete with China but we will bring out the best of America!
We can once again define America's future with the genius and creativity of our people.
Too often, our businesses and families are held back by a federal bureaucracy that is out of control, heavy-handed and wasteful. As President, I will reduce the federal civilian workforce by 10%!
You can believe me when I say I will do this because I have done it. In Arkansas, I reduced the state executive workforce by 14%. And there is a lot more room for improvement in Washington.
We will reduce the burden of government; we will lower the federal deficit, and we will unleash the power of the private sector. Our families will have more to spend and save for their children's future.
Both Democratic and Republican Administrations bear responsibility for our current $31 Trillion national debt. I would like to say we will be ""Debt Free in 33"". Well, it might take longer; but we must start.
I am from the heartland of America.
I am the son of Malcolm and Coral Hutchinson who were married during the Great Depression, who served our country during World War II, and who sacrificed to make sure their six children had a chance to live their dreams and to be all that God required of them.
They taught me that we are all equal and we all struggle in life. And because we struggle we need grace and compassion toward others. It is my hope that those farmland values will once again guide our nation and bring us closer together.
And if you look at our history, the United States of America has been challenged in every generation from threats abroad to civil unrest at home. And when we are tested we grow stronger.
We have learned that in times of turmoil, uncertainty, and division, America has always benefited from leaders who challenge us and give us hope. I am confident that America is ready to seek new frontiers; and that we are ready to channel the restless waves of our democracy into more freedom and more prosperity for those who follow after us.
I am running for President because I know that the best of America is ahead of us.
There is behind me, on the Courthouse wall, a statement that is the foundation of our nation: ""Sovereignty rests with the people.""
This means that you will decide the direction of our nation.
The fate of the world's greatest democracy is in your hands.
Thank you and May God Bless the United States of America!
"
Hutchinson Campaign Press Release - Former Arkansas Gov. Hutchinson Formally Announces 2024 Presidential Campaign,2023-04-26T00:00:00+00:00,Asa Hutchinson,/documents/hutchinson-campaign-press-release-former-arkansas-gov-hutchinson-formally-announces-2024,"
Former Arkansas Gov. Asa Hutchinson formally kicked off his presidential campaign on Wednesday with a speech in Bentonville, Arkansas, seeking to distinguish himself from the GOP field with his long career in government and as a ""consistent conservative.""
""Today, I am announcing that I am a candidate for president of the United States,"" Hutchinson said. ""In this campaign for president, I stand alone in terms of my experience, record and leadership.""
In his speech, Hutchinson touched upon plans to address the economy, crime, and border security – issues that fit with his public service record. But the former governor, who's working to build national name recognition, also highlighted his personal story of growing up on a farm in a small town.
Bentonville is where Hutchinson announced his first run for public office and part of the district he used to represent when he was in the US House of Representatives. He was joined by family, friends and supporters, who traveled across the state to support the former governor on Wednesday.
Hutchinson announced his bid for the GOP presidential nomination during an interview with ABC News earlier this month. But he's been polling in the single digits, while former President Donald Trump and Florida Gov. Ron DeSantis, who has yet to jump into the race, are well ahead of him and the rest of the competition.
Core to Hutchinson's argument for election is he has the credentials and temperament to win a general election and that if Trump is the Republican nominee, the former president can't appeal to enough voters to beat President Joe Biden.
Without mentioning Trump by name in Wednesday's speech, Hutchinson attacked the former president's ""America First"" agenda.
""There are some who want the US to disengage from the world and to isolate ourselves,"" he said, adding, ""isolationism only leads to weakness and weakness leads to war.""
Later, he hit squarely on Trump's recent calls to defund the FBI.
Surrounded by local businesses and restaurants in Bentonville's town square, Hutchinson, whose time as governor ended in January, touted his efforts to keep Arkansas strong during the Covid-19 pandemic. He said his ""mettle was tested"" when he faced pressure from Washington to enact Covid restrictions.
""I demonstrated how we can lead through a pandemic without closing down every business and shutting down schools,"" he said.
With a thinly veiled swipe at DeSantis, Hutchinson said, ""The result was that our businesses survived, and we had more days of in-classroom instruction during the pandemic than almost any other state. Yes, that's right. We beat Florida and Texas.""
He promised, if elected president, that he would set up a commission to ensure the future of Social Security and Medicare, expand computer science education in every K-12 school to compete with China, and cut the federal civilian workforce by 10%.
Hutchinson has spent much of his career in public service. The former Arkansas governor served as federal prosecutor, in the House of Representatives, and as the administrator of the Drug Enforcement Administration and as a Department of Homeland Security undersecretary during the Bush administration.
Wilma Donley, who drove to the event from Little Rock, told CNN she that she's supporting Hutchinson because ""we need some civility back in our country.""
""We are in bad shape right now. And I feel he's the one that can put the civility back into campaigning,"" said Donley, who's voted for both parties in the past and told CNN she supported Hillary Clinton in 2016.
The former governor acknowledged on CNN earlier this month that ""perhaps I'm not as exciting as some candidates that are out there. I don't throw bombs and torches all the time.""
""But I am consistent, I have a track record that's important. And I have a vision for America, for border security, for the fentanyl crisis – and so things that we can bring people together, I think that's a great characteristic and history that I bring,"" he added.
"
Haley Campaign Press Release - Haley's New Hampshire Home Run,2023-04-26T00:00:00+00:00,Nikki Haley,/documents/haley-campaign-press-release-haleys-new-hampshire-home-run,"
BEDFORD, N.H. - Presidential candidate Nikki Haley's third swing through the Granite State started in Concord and ended in Bedford, where Haley hosted a town hall. This week, she will hold 14 events in just three days.
Goffstown, N.H. - Fentanyl Law Enforcement Roundtable


Bedford, N.H. - Town Hall




The Boston Globe's Steven Porter: ""The first of Nikki Haley's three #fitn town halls this week is underway now in Bedford. This is her third trip to N.H. since announcing her bid for the GOP presidential nomination. #nhpolitics"" (Twitter, 4/26/23)

New Hampshire State Rep. Joe Sweeney: ""Great job by @TeamHaley with a standing room only Town Hall at Murphy's in Bedford. Hundreds here on a Wednesday night *while the Bruins play* to hear from @NikkiHaley. The @NHGOP #FITN Primary is alive and well! #NHPolitics"" (Twitter, 4/26/23)

The Daily Beast's Jake Lahut: ""Packed house for Nikki Haley in Bedford, with a few walk-ins being told it's standing room only #FITN"" (Twitter, 4/26/23)

Daniel Di Martino: ""'Every child in America should love America!' "" (Twitter, 4/26/23)

The Daily Beast's Jake Lahut: ""Another thing about the Haley stump is it has its own kind of periodization going on. Example: after ticking through a bunch of policy items, she has the crowd give the cops in the room a round of applause, then a standing O. People are having a good time, not bored."" (Twitter, 4/26/23)

"
Haley Campaign Media Advisory - Haley to Rally in South Carolina,2023-04-26T00:00:00+00:00,Nikki Haley,/documents/haley-campaign-media-advisory-haley-rally-south-carolina,"
CHARLESTON, S.C. – Nikki Haley for President announces her next rally in her home state of South Carolina Thursday, May 4.
WHO: Nikki Haley
WHAT: Rally with Nikki Haley
WHERE/WHEN:
RALLY WITH NIKKI HALEY
Thursday, May 4, 7:00 p.m.Doors open at 5:00 p.m.
Cannon Centre204 Cannon St.Greer, SC 29651
RSVP for Greer Rally here.
"
