title,date,person,link,transcript
"Bennet Campaign Press Release - Bennet for America Announces $700,000 Fundraising Push to Compete in New Hampshire, Including New Ad Series Introducing Michael Bennet to Voters",2019-12-17T00:00:00+00:00,Michael Bennet,/documents/bennet-campaign-press-release-bennet-for-america-announces-700000-fundraising-push-compete,"
DENVER — Bennet for America today announced that it needs to raise $700,000 by January 16th to have the resources to compete in New Hampshire, including for the launch of a new ad series introducing Michael Bennet to Granite Staters. The campaign shared a preview of the first ad — titled ""Opposite of Trump"" — which it intends to air on television and through digital ads when it hits the new goal.
Bennet recently announced his commitment to hold 50 town halls in the Granite State in the final 10 weeks before the primary, and the campaign has doubled down there, with more staff, office space, and endorsements.
In a memo to top supporters, Campaign Manager Daniel Barash outlined the urgency and opportunity of the new effort dubbed the New Hampshire Investment Strategy: ""As other candidates have left the race or stumbled in the last few weeks, Michael has doubled down and gained momentum. Now is our moment. We have planted our flag in New Hampshire, but we need your help right now to have the resources to compete there.""
The campaign outlined how fluid and open the presidential race remains, noting that just 33% of New Hampshire Democratic voters have made up their minds, and that because of strategic and judicious budgeting, Bennet has been able to outlast other candidates and make it to the ""starting line"" of the 2020 contest.
However, Barash notes, ""without a significant uptick in fundraising, we will not have the resources to fully capitalize on the groundwork that has been laid to compete."" The $700,000 New Hampshire Investment Strategy will go toward promotion of the 50 town halls push, as well funds for TV and digital advertising, more field staff, and a direct mail program. The new ad series announced by the campaign would aim to introduce Bennet to the many voters who are just now tuning in to the race and looking for a candidate who can beat Trump and build a stronger future for the next generation.
""To beat Donald Trump, we need the opposite of Donald Trump. That's what I am,"" says Bennet in the new ad. ""Every decision I make is for the kids I served as superintendent of the Denver Public Schools. … So if you want a president who's focused on the next generation, and not just the next tweet, then give me a look.""
Read a transcript of the ad below.
To beat Donald Trump, we need the opposite of Donald Trump. That's what I am.
""Oh, no, I've heard that voice before!""
Trump has divided our country like no other president. I'll unite the country, and we'll fix it together.
Trump's the first president to take health care away from millions. I have a plan to cover everyone in three years and lower costs, without bankrupting the system.
Trump is a pathological liar. I'll tell you the truth, even when it's hard.
Trump doesn't care about your kids or mine. Every decision I make is for the kids I served as superintendent of the Denver Public Schools. I'll wake up every morning thinking about you and your family, and how to make your lives better.
So if you want a president who's focused on the next generation, and not just the next tweet, then give me a look. I'm Michael Bennet, and I'm running for president.
"
Biden Campaign Press Release - Former Ohio Governor and Congressman Ted Strickland Endorses Joe Biden For President,2019-12-17T00:00:00+00:00,Joseph R. Biden,/documents/biden-campaign-press-release-former-ohio-governor-and-congressman-ted-strickland-endorses,"
Columbus, Ohio — Today, former Ohio Governor Ted Strickland released the following statement endorsing Joe Biden for President of the United States:
""I've known and admired Joe Biden for many years and I believe he's among the most ethical and decent people in public life. Joe's always worked to build a stronger middle class and to protect America's working families. And, because of his vast experience, he understands what it's going to take to rebuild the backbone of our nation and give everyone a shot at the American Dream.
""Being able to navigate Congress, while leading the country forward is a skill that few politicians have – and Joe has proven he can do both. From his time in the Senate and White House, Joe has fought for education, health care and living wage jobs. He's not just a talker, he's a doer. His record shows it. There's no doubt in my mind, Joe Biden will do the same thing as President.
""I believe it's no exaggeration to say that Joe Biden has more foreign policy experience than all of the other candidates combined. When he's elected president, there will be a sigh of relief heard across the world. Leaders of other countries, both friend and foe, will know that our nation once again has an honest, and trustworthy President representing us and our national values.
""Finally, Joe can compete and win in states like Ohio. States that are critical to not just winning the Oval Office, but creating tail winds that will send more Democratic Senators and House members to Congress. That's why I'm proudly endorsing him for President.""
During his tenure as Governor of Ohio, Strickland heavily invested in the infrastructure and economic development of Ohio — propelling the state's ranking for 'business climate' from 38th to 11th in the nation and from 7th to 1st in the Midwest. Additionally, under Strickland's administration, Ohio public schools rose in ranking from 27th to 5th in the nation.
Strickland joins a bench of nearly 40 current and former elected officials and community leaders from across Ohio, including Congressman Tim Ryan, former Congressman Edward Feighan, Columbus City Attorney Zach Klein, former Columbus City Councilmember Mary Jo Hudson, State Senator Herceal Craig, and Youngstown Mayor Tito Brown. Biden's endorsements in the Buckeye State highlight his strength in a pivotal battleground state and ability to build a broad, diverse, and winning coalition across the country that ensures we beat Donald Trump.
Biden for President has previously announced more than 900 endorsements from national, state, and local leaders, including current and former U.S. senators and representatives, governors, state elected officials, community leaders, and national security professionals.
"
Klobuchar Campaign Press Release - Saint Paul Mayor Melvin Carter Endorses Senator Amy Klobuchar For President,2019-12-17T00:00:00+00:00,Amy Klobuchar,/documents/klobuchar-campaign-press-release-saint-paul-mayor-melvin-carter-endorses-senator-amy,"
Carter To Join Klobuchar At Pre-Debate Event In Los Angeles On Thursday
MINNEAPOLIS, MN — Today, Amy for America announced that Saint Paul Mayor Melvin Carter has endorsed Senator Amy Klobuchar for President, citing her ability to bring people together and get things done.
""Amy Klobuchar understands - and has a plan to address - the challenges that communities like Saint Paul face every day,"" said Saint Paul Mayor Melvin Carter. ""I am excited to endorse her presidential campaign; her proven ability to bring people together and get things done is exactly what we need.""
On Thursday, December 19, Mayor Carter will join Senator Klobuchar in Los Angeles before the debate for an event to roll out Senator Klobuchar's housing first and poverty policy and officially announce his endorsement.
Carter, elected in 2017, is the first African American mayor of the city of Saint Paul and previously served as a Saint Paul City Council Member; Founding Board Chair of the Saint Paul Promise Neighborhood; Director of the Minnesota Office of Early Learning; and Executive Director of the Minnesota
"
Klobuchar Campaign Press Release - Saint Paul Mayor Melvin Carter Endorses Senator Amy Klobuchar For President,2019-12-17T00:00:00+00:00,Amy Klobuchar,/documents/klobuchar-campaign-press-release-saint-paul-mayor-melvin-carter-endorses-senator-amy,"
Carter To Join Klobuchar At Pre-Debate Event In Los Angeles On Thursday
MINNEAPOLIS, MN — Today, Amy for America announced that Saint Paul Mayor Melvin Carter has endorsed Senator Amy Klobuchar for President, citing her ability to bring people together and get things done.
""Amy Klobuchar understands - and has a plan to address - the challenges that communities like Saint Paul face every day,"" said Saint Paul Mayor Melvin Carter. ""I am excited to endorse her presidential campaign; her proven ability to bring people together and get things done is exactly what we need.""
On Thursday, December 19, Mayor Carter will join Senator Klobuchar in Los Angeles before the debate for an event to roll out Senator Klobuchar's housing first and poverty policy and officially announce his endorsement.
Carter, elected in 2017, is the first African American mayor of the city of Saint Paul and previously served as a Saint Paul City Council Member; Founding Board Chair of the Saint Paul Promise Neighborhood; Director of the Minnesota Office of Early Learning; and Executive Director of the Minnesota
"
Biden Campaign Press Release - 25 Iowa Leaders Endorse Joe Biden for President,2019-12-17T00:00:00+00:00,Joseph R. Biden,/documents/biden-campaign-press-release-25-iowa-leaders-endorse-joe-biden-for-president,"
Des Moines, Iowa — Today, 25 Iowa leaders — ranging from mayors and Democratic party chairs to Iowa state legislators and faith leaders — endorsed Joe Biden for President.
""Throughout his years of public service and in the Obama-Biden Administration, Joe has never changed – he's always been a man of integrity, empathy and character,"" said Ritchie Kurtenbach, President of the Waterloo Building and Construction Trades. ""In this time of great peril, we can't afford a rookie in the White House – Joe is the most qualified candidate in this race hands down. There is no learning curve with Joe, and his eight years as Barack Obama's Vice President has made him ready to be Commander in Chief on day one. We can't gamble in this election – we must beat Donald Trump – so I hope Iowans will join me caucusing for Joe on February 3.""
""I endorse Joe Biden for President of the United States,"" said Iowa State Senator Herman Quirmbach of Ames. ""We live in divisive times and a dangerous world. America needs a new President, one who can heal the divisions at home, repair the trust and cooperation of our allies abroad, and regain respect for America and America's values from friend and foe alike. Joe Biden's vast international experience will be especially useful in reopening foreign markets for Iowa's farmers, whose income has been cut in half since the high point of the Obama-Biden Administration. We need Biden's experience at home, too, where for decades he has been effective at passing vital legislation to protect women from violence, to extend educational opportunities, and to expand access to health care for tens of millions. Most of all, we need a man of Joe Biden's character, a man of true warmth and compassion, a man who will restore dignity to the Office of President of the United States.""
""I stand with Joe Biden because I know his heart — for years, he's been fighting for DREAMers because he knows it's the right thing to do and that all Americans just want a fair shot to succeed,"" said Alma Puga, President of LULAC Council 381 in Denison. ""As president, Joe will repair our country after Donald Trump's cruel immigration policies, restore America's values, welcome refugees and provide immigrants with a path to citizenship. Joe has my support because he's not only the best choice for president, he's also the best candidate to beat Donald Trump next November.""
""I believe Vice President Joe Biden is the most qualified person running for President and when he speaks on foreign policy, he speaks with the moral clarity and strength that shows he is ready to be Commander in Chief on day one,"" said Brian Schoenjahn, former Mayor and Iowa State Senator from Arlington. ""Now is not the time for on the job training in the White House — it hasn't worked with Donald Trump, and there is far too much on the line to gamble in this election. It is time for decency, honesty, and integrity in the presidency. From building on Obamacare to working with allies to combat climate change, Joe brings dignified leadership both abroad and at home. I am honored to stand by Joe and ready to caucus for him in February.""
""I've known Vice President Biden for the last twelve years and what has always stood out the most is his experience, wisdom and judgment,"" said Maxine Bussanmas, Mayor of Bevington. ""I have seen firsthand his leadership and his ability to be a steady voice for working families. We need a candidate who will heal and unify this nation. Joe has brought folks together his whole life – and he's the only candidate in this race that can appeal to folks in small towns and large, to Democrats and Republicans, and to people of all walks of life. He is building a broad base of voters, and I am proud to endorse Joe and I hope that Iowans will join me.""
""Over the years, I've had the honor and privilege of praying with both President Obama and Vice President Biden on several occasions – and in Joe, I saw a man of character, faith, and integrity,"" said Rev. Steve Perkins of Bethel AME Church in Davenport. ""From foreign policy and climate change to jobs and justice, Joe has an ambitious agenda to steer our country back on track and give every American the dignity they deserve. Joe also has a unique ability to unite our country and bring people together across party lines, color or creeds. I am proud to support Joe Biden for President and will work with members of the community to help him win the Iowa Caucus.""
The full list of endorsements includes:

Herman Quirmbach, Iowa State Senator from Ames
Brian Schoenjahn, former Iowa State Senator from Arlington
Jake Blitsch, former Iowa State Representative and U.S. Navy Veteran
Dave Fish, Mayor of Belle Plaine
Roger Laughlin, Mayor of West Branch
Maxine Bussanmas, Mayor of Bevington
John Krogman, former Mayor of Atlantic and Atlantic Parks and Recreation Board Member
Jeri Vogt, Crawford County Supervisor
Rick Lincoln, Clinton County Sheriff
Lewis Rosser, former member of the Ames School Board
Al Havens, Tiffin City Councilmember
Pat Taylor, Jefferson Township Trustee
Rev. Steve Perkins, Pastor at Bethel AME Church in Davenport
Ritchie Kurtenbach, President of Waterloo Building and Construction Trades
Rob Tully, former Iowa Democratic Party Chair
Alma Puga, President of LULAC Council 381 in Denison
Diane Hamilton, Vice Chair of Buena Vista County Democrats from Storm Lake
Christine Greene Louscher, former Kossuth County Democrats Chair and Co-Chair of 50/50 in 2020 from Algona
Betty Lord-Dinan, former Clayton County Democrats Chair
Tim Lapointe, former Cerro Gordo County Democrats Chair
Fran Zichal, Clayton County Democrats Treasurer
Ann Hart, Allamakee County Democrats Secretary and Retired Waukon Principal
Bob Chambers, former candidate for U.S. Congress
Becky Greenwald, former candidate for U.S. Congress
Dick Dinan, former candidate for County Supervisor

The major show of support for Vice President Biden comes after his eight-day, 18-county ""No Malarkey"" bus tour. Biden for President has announced more than 175 Iowa endorsements — including yesterday, the Mayor-elect of Davenport and last week, the former President of the Iowa State Education Association.
"
Biden Campaign Press Release - South Carolina State Senator Darrell Jackson Announces Support for Joe Biden,2019-12-17T00:00:00+00:00,Joseph R. Biden,/documents/biden-campaign-press-release-south-carolina-state-senator-darrell-jackson-announces,"
Jackson Had Previously Endorsed Senator Kamala Harris
Columbia, South Carolina — Today, South Carolina State Senator Darrell Jackson announced his support of Joe Biden for President of the United States. Senator Jackson represents South Carolina's 21st district, which includes much of Richland County, and serves as Senior Pastor of Bible Way Church of Atlas Road, one of the state's largest African American churches. Jackson had previously backed Senator Kamala Harris.
""Joe Biden is the best Democratic candidate to defeat Donald Trump — and that's exactly what we need,"" said State Senator Jackson. ""I have seen his strength on display in the Palmetto State and I know we need to unite behind him.""
""We need a leader who requires no on-the-job training. With a resume that cannot be matched by anyone running, Joe is that leader — and the most prepared to be Commander in Chief.""
""Throughout the campaign, he has taken everyone's best shot and clearly demonstrated that he has what it takes to win this primary and the general election. Joe continues to show that he has the fight, fire, and strength to make Donald Trump a one-term president, which is in the best interest of this country and the citizens I represent.""
Jackson joins more than 1oo current and former elected officials, community activists, and faith leaders in South Carolina now backing Joe Biden. Nationally, Biden for President has announced more than 900 endorsements from national, state and local leaders, including current and former U.S. senators and representatives, governors, state elected officials, community leaders, and national security professionals.
"
Klobuchar Campaign Press Release - Amy for America Launches New Television Ad in Iowa ,2019-12-17T00:00:00+00:00,Amy Klobuchar,/documents/klobuchar-campaign-press-release-amy-for-america-launches-new-television-ad-iowa,"
New Ad to Begin Airing Ahead of Klobuchar's 3rd Bus Tour Across the Hawkeye State
DES MOINES, IA — Amy for America today unveiled a new television ad in Iowa to begin airing ahead of Thursday's presidential debate and Senator Klobuchar's 3rd bus tour across the state. 'This Time' highlights Amy's track record of winning in the Midwest with a unifying, optimistic message and a focus on getting things done.
The ad will air in the Des Moines, Cedar Rapids, Sioux City and Rochester/Mason City media markets. The six-figure buy comes days before Klobuchar kicks off her four-day 'For All of America' bus tour. Klobuchar will visit 27 counties from December 20-23, and will have visited 96 of the state's 99 counties by the tour's conclusion.
'This Time' can be viewed here:

'This Time' transcript:
Amy Klobuchar: If we don't stop Donald Trump this time, shame on us.
Americans deserve a President who has their back; who isn't afraid to take on powerful forces; who has a record of bringing people together. And most importantly, who gets things done.
I know what it takes to win in the Midwest. It's not flyover country to me -- it's home.
I'm Amy Klobuchar. I approve this message because we need a president who can win -- for all of us.
"
Biden Campaign Press Release - National Association of Government Employees (NAGE) Endorses Joe Biden for President,2019-12-17T00:00:00+00:00,Joseph R. Biden,/documents/biden-campaign-press-release-national-association-government-employees-nage-endorses-joe,"
Last week, the National Association of Government Employees (NAGE), a part of SEIU that represents health care workers, first responders, nurses, law enforcement officials, office professionals, and public servants across the country, announced their endorsement of Joe Biden for President of the United States:
NAGE Endorses Democratic Nominee for President
The 47-person National Executive Board of the National Association of Government Employees (NAGE) has unanimously voted to endorse former Vice President Joseph Biden in his race for the Democratic nomination for President of the United States of America.
NAGE represents over 100,000 public and private sector employees in forty states. NAGE represents federal, state, county and municipal employees, along with EMTs and Paramedics in both the public and private sectors.
NAGE members include first responders who are police officers, fire fighters, and EMS professionals, along with nurses and other hospital workers, attorneys and other white-collar workers, clerical employees, and a variety of other public workers who keep the United States safe and providing the services that keep our governments running.
""Our members and leaders know that Vice President Biden is the one candidate who can defeat the current resident of 1600 Pennsylvania Avenue, and will restore dignity and pride to the Office of President. Joe Biden knows what it takes to steer our country through the next Presidential term. Joe Biden has worked with and cared for our members for a long time, and he has the energy and wisdom to move this country forward,"" said NAGE National President David J. Holway.
NAGE Executive Vice President Theresa McGoldrick said on the endorsement, ""Our members and local leaders seek candidates that have an open mind, an open heart and an open door. Vice President Biden has a proven track record in those three areas.""
"
Biden Campaign Press Release - Mayor Randall Woodfin of Birmingham Endorses Joe Biden for President of the United States,2019-12-16T00:00:00+00:00,Joseph R. Biden,/documents/biden-campaign-press-release-mayor-randall-woodfin-birmingham-endorses-joe-biden-for,"
Today, Mayor Randall Woodfin of Birmingham, Alabama released the following statement endorsing Joe Biden for President of the United States:
""Joe Biden is the bridge between the future of the Democratic Party and the most successful Democratic administration of my lifetime. 2020 is a vital year for Democrats where redistricting, House and Senate majorities, competitive gubernatorial races, and the composition of our state legislatures are at stake. We need someone at the top of the ticket who can bring the broadest coalition possible to the polls in places like Alabama, Georgia, and North Carolina, as well as in the Rust Belt states that we lost in 2016. That person is Joe Biden.
""Joe is a former local elected official, so he understands the challenges that I face as Mayor, and he has an agenda for job creation, inclusive economic development, affordable housing, and infrastructure that will help move cities like Birmingham forward. He was the only candidate who convened Southern mayors in response to our Agenda for the South that was circulated earlier this year. And, his campaign is the only campaign that has consistently communicated directly with Southern mayors on the issues that directly impact our cities. This is the kind of partner that Birmingham needs in Washington, and I enthusiastically endorse Vice President Biden.""
A native of Birmingham, Mayor Woodfin is the former President of the Birmingham City School Board and a former Assistant City Attorney for the City of Birmingham. Woodfin is the youngest mayor in Birmingham elected in more than 100 years. Mayor Woodfin joined Vice President Biden last month in Atlanta, Georgia with mayors from across the South to discuss the issues facing their communities.
Mayor Woodfin joins two other elected officials from Alabama — Senator Doug Jones and State Representative Juandalynn Givan — in supporting Biden, adding to a growing list of leaders from across the South who are joining Team Joe.
To date, Biden for President has drawn support from more than 900 national, state, and local leaders, including current and former U.S. senators and representatives, governors, mayors, state elected officials, community leaders, and national security professionals.
"
"Remarks on the National Economy in Iowa City, Iowa",2019-12-16T00:00:00+00:00,Tom Steyer,/documents/remarks-the-national-economy-iowa-city-iowa,"
The other candidates have a big red ""X"" on their calendars for the caucuses. I had another date on mine … yesterday, December 15th. I spent it at my Aunt Betsy's. She's been in Iowa City most of her life, and she turned 100 years old yesterday.
It's always great to be here in Iowa City. Look, these are uncertain times, for Iowans — and for all Americans. This election is the biggest in our lives. As we round out the year, we Democrats have to take a hard look at ourselves, and ask: how do we win?
Last week, Donald Trump stood before the Israeli-American Council, and said:
And I quote: ""You are brutal killers. You are not nice people at all. But you have to vote for me … even if you don't like me – you're going to be my biggest supporters ... because you'll be out of business in 15 minutes if the Democrats get in.""
His words were hateful, antisemitic, and his premise is totally false. But beyond the bigotry, his words do reveal his entire 2020 strategy.
To win, Donald Trump will stake his campaign on his so-called strength: the economy. And here's what American voters must understand: despite his racism, his lies, and his impeachable crimes — if Democrats don't nominate someone who can go head-to-head with him on the economy, Donald Trump will win in 2020.
Look, I have a lot of respect for the four leading Democratic candidates in this race. But here's the truth: none of them — not Vice President Biden, not Senator Warren, not Senator Sanders, not Mayor Pete — have built or run a successful, international business. None of them have a private sector track record of creating jobs — none of them have first-hand experience growing wealth and prosperity.
I do. I started my business from scratch, in a one-room office with no windows. For nearly three decades, I grew my company into a multi-billion dollar international enterprise. I spent 30 years studying our economy, and economies around the world — and I know what makes them work.
The Democratic Party — and America — needs a nominee who can go to Iowa, Michigan, Wisconsin and places all over this country — and credibly talk about growth and prosperity … a nominee who can deliver a compelling narrative that puts people over profits … a nominee who can square up to Donald Trump and actually beat him on the economy.
I believe that my experience and my track record make me the Democrat best prepared to be that nominee.
Let's be clear: In 2016, we nominated the most experienced and qualified candidate in history ... A woman I greatly admire. And Donald Trump still prevailed.
If Democrats want to win in 2020, we need to realize that Donald Trump is a different kind of candidate, who presents different challenges than anyone who has come before him.
Conventional wisdom won't work against Trump. We need new thinking, and new leadership. And we know this will come down to the economy. Presidential elections always do.
So let's start by acknowledging another truth: decades of unchecked capitalism have failed. And while the Trump presidency is making it worse — the answer is not socialism. No, the real answer is to make sure the American people write the rules — not corporations.
The real answer to historic inequality is NOT a government takeover of huge parts of our economy, but rather, direct investment in the American people. We need to put people in the driver's seat, and then let the innovation and competition of the private sector drive growth and prosperity. THAT is how we build prosperity — and opportunity — for all of us, not just the top 1%.
But before we talk about the path forward — we have to talk about how we got here. The state of America's economy isn't Trump's failure alone – it's the result of decades of cruel, anti-worker Republican policies.
Republicans told us that trickle-down economics would grow opportunity for everyone. But they lied. Instead, they've hoarded all the money for themselves — and not a drop has trickled down to the American people. Money might be flowing — but it's siphoned off at the top.
Over the past 40 years, the Republican Party has pursued an aggressive, calculated assault on working families.
Their playbook is simple: cut their own taxes, weaken labor unions, starve education funding, slash healthcare spending, shred environmental protections, and put big business in charge of our democracy. The result? … Historic levels of inequality, with all the gains of the past 40 years going to the wealthiest among us.
In 2020, Democrats have the chance to end this. But as I said: only if we nominate a Democrat who can take the fight to Republicans, and to Donald Trump, on the economy … that's how this election will be won or lost. Trump's only path to victory — his chosen path — is to play an economic shell game long enough to win re-election — and then walk away and let someone else clean up his mess in 2024.
Instead of the failed trickle-down theory of economics — we need a new democratic narrative of how we prosper and thrive, together. As democrats, we have to shake the Republican lie that economic growth must sacrifice economic justice. Because that's just not true. In fact, longterm, fair, and fortified growth DEPENDS on a just economy.
This is the richest country on earth — but fewer and fewer people are able to climb out of poverty and live their American dream. While CEO pay has skyrocketed, workers' pay has stagnated — even while productivity keeps going up.
Yes — the American economy has grown … but that growth is directly tied to more productive American workers, who haven't seen any benefit of their productivity. To the single mom with two jobs, doing more work and having less to show for it — GDP means nothing.
To the young person freelancing in todays' gig economy to pay for health insurance — or the college student burdened by overpriced tuition — GDP means nothing.
The way we measure economic success in this country is broken. The wrong metrics — the averages — mask the truth … and we can't manage what we don't measure. High employment doesn't help if jobs don't pay enough to live on.
Economic growth doesn't matter if there's no wage growth to go along with it. And industry success is not success — when it's poisoning our families, destabilizing the planet, and robbing from our children's futures.
Among other things, we should be measuring economic mobility — the real opportunity for Americans to lift themselves up and improve their own lives. That's the American dream.
We need a nominee who knows how to fight inequality AND how to grow prosperity. As President, here are three key pieces of my plan to do both:
First, to attack inequality, America needs a Wealth Tax. This is where Mike Bloomberg and I disagree. There's been a historic, unjust redistribution of wealth over the last forty years — in the wrong direction. A wealth tax isn't a new burden — it's a long needed fix. And when we put that money to use productively — by investing it in education and research — we can build sustained, shared growth for the entire economy, not just those at the top.
Under my plan, anyone worth 32 million dollars or more will pay 1 cent more on the dollar. At 500 million, that goes up to 1 and a half cents. And at 1 billion dollars, that number hits 2 cents. Over a decade, that's 1.7 trillion dollars in tax revenue — which will go towards things like fixing healthcare, creating new jobs in a clean energy economy, and funding education. I've been calling for a wealth tax long before I was running for president — because it's the right thing to do.
Second, we need to be bold in how we balance the scales — and fix an unfair tax system that favors the wealthy, because the wealthy write the rules. That's why I plan to treat all taxable income the same — paychecks and investment income. I'll close the capital gains giveaway — because it's not right that those who work for a living pay more in taxes than those who make money off of passive investment.
And I'll use the revenue from passive-income tax increases to give a REAL tax break to working Americans … a 10 percent cut to millions of low income and middle class families. That's a tax break for 95 percent of Americans.
And third, I've put forward a ""people over profits"" economic plan, which calls for investing in the American people, and building upon the innovation and competition of our thriving private sector. That's how we'll spur growth and prosperity for all of us. My plan will create millions of good-paying, union jobs in every part of the country, and invest in education and research to bolster our greatest asset — the American people.
Republicans would have you believe, it's a zero sum game — that the total is fixed, and if you win, then your neighbor has to lose.
That's just not true.
We progressives know that nobody wins unless everybody does. We know that when one person reaches for their dream, it helps others do the same. We know that ""We're All in This Together,"" — is a much better philosophy than ""you're on your own.""
There's something else I have a track record on: I know what it takes to break the corporate stranglehold on our democracy — the same corporate takeover that keeps us from a government that's truly of, by, and for the people.
For 10 years, I've been organizing and empowering Americans to beat corporations and to take back our power. Every step of the way, organized labor has been my first and best partner. As president, I will defend, uphold, and continue the fight for workers' rights and the rights of all unions.
The Democratic Party needs to recognize that our fight is not just with Donald Trump. We are fighting 40 years of a poisonous republican narrative, a frame that says strong growth and opportunity for all can't coexist. That government is the bad guy, and tax breaks for the rich are somehow good for the middle class.
Just like Donald Trump's promises though — none of it is true.
Donald Trump promised to bring back manufacturing jobs, but passed a tax bill that shipped jobs overseas. His tax break for the wealthy hurts working people. His trade war alone has cost Iowans millions — and Iowa farm bankruptcies are at their highest since 2011.
Trump's pattern of fraud is simple: he's treating the American people, and the American economy, like one of his Atlantic City Casinos … running up the debt, flirting with bankruptcy, sticking us with the bill — and moving on to swindle his next mark.
You know, sometimes people ask me, you're a businessman, just like Donald Trump, … how are you different? Well, I'm here to tell you, that we couldn't be more different.
Donald inherited hundreds of millions from his dad, and lost it … bankruptcies, lost jobs, empty promises … He leaves failure and broken homes in his wake. He takes advantage of the good-willed and hardworking. He does well when others fail.
I am the exact opposite.
I didn't inherit a dime. I spent my life as an investor — and I was good at it. When others put their trust in me — I found shared opportunities, and we shared in success. What America needs is someone who knows how to grow prosperity for all: we need a President who will invest in the American people and put their interests, first … every time.
Look, I want to acknowledge that every democratic candidate shares core values … on fairness, equality, access to opportunity, affordable healthcare, and a living wage as a right, and on and on.
Donald Trump, will continue to embrace racism, misogyny, and hate … that much is clear. His biggest and only play — is to point to his so-called economic success — his fake economic success. We, as a party — cannot, and must not — give him that chance.
He's a conman, and I know I am the most qualified to see through his game. I know I can expose him for the fraud that he is. And, in 2020 — I know I can beat him.
People have asked me, time and time again, why I'm running for President. I'm not a governor, or a congressman, or a senator — I'm not a politician.
I'm not running to be something. I am running to do something.
The potential of the American promise is limitless — but only if we can take back our rights and our freedom. The most heroic version of America, is one where the people — and only the people — write the rules and determine our own destiny.
That's why I'm running — to do everything in my power to defend that promise … to unlock that potential … and to finally restore a government that is truly: of, by, and for the people.
Thank you.
"
Sanders Campaign Press Release - New Hampshire For Bernie Hits Milestone Doors Knocked,2019-12-16T00:00:00+00:00,Bernie Sanders,/documents/sanders-campaign-press-release-new-hampshire-for-bernie-hits-milestone-doors-knocked,"
MANCHESTER, N.H. – New Hampshire for Bernie announced today that the campaign knocked 36,682 doors over the past two weekends. In total, 167,978 doors have been knocked in New Hampshire by staff and volunteers since the launch of the campaign.
""The volunteers in New Hampshire understand that real change comes from the bottom up,"" said Sean Ward, Bernie 2020 New Hampshire Field Director. ""Despite rain, snow and cold weather, our volunteers knocked almost 18,000 doors this weekend alone. This weekend's weather was miserable and these results are a testament to the hard work of our team as well as the dedicated volunteers.""
The accomplishment comes on the heels of a visit to the Granite State from Sen. Bernie Sanders and Rep. Ilhan Omar. The visit to New Hampshire focused on the importance of youth engagement, with events for students and young voters, including a rally at Nashua Community College. The rally exceeded 1,300 attendees -- the largest of any candidate in the race -- reflecting the growing grassroots support on the ground in New Hampshire.
"
